task_id	soc_code	task	is_manual	rationale
13605	47-3011.00	Clean installation surfaces, equipment, tools, work sites, or storage areas, using water, chemical solutions, oxygen lances, or polishing machines.	True	Requires physical operation of cleaning tools and machinery (polishing machines, oxygen lances) and hands-on cleaning of surfaces and equipment at work sites.
13606	47-3011.00	Transport materials, tools, or machines to installation sites, manually or using conveyance equipment.	True	Primary execution involves physically moving materials/tools/machines using manual effort or operating conveyance equipment like forklifts or trucks.
13607	47-3011.00	Move or position materials such as marble slabs, using cranes, hoists, or dollies.	True	Operating cranes, hoists, and dollies to move and position marble slabs is physical equipment operation requiring hands-on machinery use.
13608	47-3011.00	Remove excess grout or residue from tile or brick joints, using sponges or trowels.	True	Task requires physical manipulation of tools (sponges, trowels) and direct hands-on work on tile/brick surfaces.
13609	47-3011.00	Remove damaged tile, brick, or mortar, and clean or prepare surfaces, using pliers, hammers, chisels, drills, wire brushes, or metal wire anchors.	True	Requires physical manipulation of tools (pliers, hammers, chisels, drills, wire brushes) and hands-on work removing and preparing surfaces.
13610	47-3011.00	Arrange or store materials, machines, tools, or equipment.	True	Arranging or storing materials, machines, tools, and equipment requires physical manipulation and handling of tangible objects.
13611	47-3011.00	Apply caulk, sealants, or other agents to installed surfaces.	True	Applying caulk, sealants, or agents requires physical manipulation of materials and tools directly onto surfaces.
13612	47-3014.00	Clean work areas and equipment.	True	Cleaning requires physical manipulation and hands-on interaction with work areas and equipment using cleaning tools and materials.
13613	47-3014.00	Perform support duties to assist painters, paperhangers, plasterers, or masons.	True	Support duties involve assisting with physical construction work (painting, papering, plastering, masonry) requiring hands-on labor and material handling.
13614	47-3014.00	Apply protective coverings, such as masking tape, to articles or areas that could be damaged or stained by work processes.	True	Applying protective coverings involves hands-on physical manipulation of tape and materials to cover articles or areas.
13615	47-3014.00	Erect scaffolding.	True	Erecting scaffolding requires physical assembly, manipulation of metal components, and bodily positioning at heights to construct the structure.
13616	47-3014.00	Fill cracks or breaks in surfaces of plaster articles or areas with putty or epoxy compounds.	True	Physically filling cracks with putty/epoxy requires hands-on manipulation of materials and tools to repair surfaces.
13617	47-3014.00	Supply or hold tools and materials.	True	Supplying or holding tools and materials requires physical manipulation and handling of tangible objects.
13618	47-3014.00	Smooth surfaces of articles to be painted, using sanding and buffing tools and equipment.	True	Task requires physical operation of sanding and buffing tools/equipment to manipulate article surfaces. Hands-on physical work with tangible objects.
13619	47-3014.00	Mix plaster, and carry plaster to plasterers.	True	Mixing plaster requires physical manipulation of materials; carrying plaster involves lifting and transporting tangible objects.
13620	47-3014.00	Place articles to be stripped into stripping tanks.	True	Physical manipulation of objects—placing articles into tanks requires hands-on handling and physical presence at work site.
13621	47-3014.00	Remove articles such as cabinets, metal furniture, and paint containers from stripping tanks after prescribed periods of time.	True	Physically removing tangible objects (cabinets, furniture, containers) from tanks requires hands-on manipulation and physical handling.
13622	47-3014.00	Pour specified amounts of chemical solutions into stripping tanks.	True	Pouring chemical solutions requires physical manipulation and precise handling of liquid containers into tanks.
13623	47-4031.00	Establish the location for a fence, and gather information needed to ensure that there are no electric cables or water lines in the area.	True	Task involves physical site inspection and locating underground utilities at a specific location before fence installation.
13624	47-4031.00	Align posts, by lines or sighting, and verify vertical alignment of posts, using plumb bobs or spirit levels.	True	Task requires physical use of tools (plumb bobs, spirit levels) and hands-on manipulation of posts to verify alignment and positioning.
13625	47-4031.00	Measure and lay out fence lines and mark posthole positions, following instructions, drawings, or specifications.	True	Requires physical presence on site, measuring, marking, and bodily positioning to lay out fence lines and identify posthole locations.
