task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
8763	39-5092.00	Polish nails, using powdered polish and buffer.	caregiving	15.0	One instance = polishing all nails on both hands. A competent nail tech takes ~10–20 min to apply powdered polish and buff all nails to an acceptable finish.	2.0	Requires extreme fine dexterity, precise force control on curved nail surfaces, and safe manipulation near human skin. Current humanoids lack the fingertip sensitivity and sub-millimeter precision needed; high injury/quality-failure risk.
14083	51-6041.00	Draw patterns, using measurements, designs, plaster casts, or customer specifications, and position or outline patterns on work pieces.	manipulation	20.0	One instance = drawing/positioning a pattern on a single workpiece. A skilled tradesperson typically spends 15–25 minutes measuring, drafting, and outlining one pattern accurately.	8.0	Requires fine dexterous tool use (scribers, chalk lines, measuring tapes), interpreting complex specs/casts, precise 2D layout on varied surfaces, and high spatial accuracy — well beyond current general-purpose robot capability.
22864	29-2043.00	Administer drugs, orally or by injection, or perform intravenous procedures.	caregiving	5.0	One instance = administering a single dose to one patient (oral, injection, or IV setup). A nurse typically takes 3–7 minutes including verification, preparation, and administration.	3.0	Requires extreme fine dexterity (venipuncture, syringe handling, IV line management), sterile technique, patient interaction, and real-time safety judgment. Far beyond current humanoid robot capabilities; high error risk is unacceptable.
14078	51-6041.00	Read prescriptions or specifications, and take measurements to establish the type of product to be made, using calipers, tape measures, or rules.	inspection	8.0	One instance = reading a single prescription/spec sheet and taking the associated measurements for one product. A skilled worker typically spends 5–10 minutes reading, interpreting, and measuring.	12.0	Requires reading and interpreting unstructured text/specs, then precisely using calipers or tape measures on varied objects. Current robots lack reliable document comprehension integration, fine-grip tool use, and measurement precision in unstructured settings.
22799	29-2012.01	Mount tissue specimens on glass slides.	manipulation	8.0	One instance = mounting one tissue section onto a glass slide: orienting tissue, applying medium, lowering coverslip, and labeling. Skilled histotech takes ~5–10 min per slide.	3.0	Requires extreme fine dexterity: handling fragile micron-thin tissue sections, precise alignment on a glass slide, applying coverslip without bubbles or tears. Far beyond current humanoid robot dexterity and tactile feedback capabilities.
14085	51-6041.00	Stretch shoes, dampening parts and inserting and twisting parts, using an adjustable stretcher.	manipulation	8.0	One instance = stretching one pair of shoes: inserting the stretcher, adjusting/twisting to desired width/length, dampening, and leaving to set — ~8 min active work.	6.0	Requires fine dexterity to insert, align, and twist a threaded stretcher mechanism inside a confined shoe cavity, apply dampener precisely, and judge correct tension — well beyond current humanoid manipulation capability.
14082	51-6041.00	Cut, insert, position, and secure paddings, cushioning, or linings, using stitches or glue.	assembly	25.0	One instance = cutting, fitting, and securing padding/lining for a single item (e.g., one seat cushion or garment panel); a skilled upholsterer/tailor completes this in ~20–30 min.	5.0	Requires fine dexterity for precise cutting, shaping, and stitching of flexible/deformable materials; glue application and positioning demand tactile feedback and generalization well beyond current humanoid capability.
8780	47-2022.00	Dig trench for foundation of monument, using pick and shovel.	heavy machinery	240.0	One instance = digging a typical monument foundation trench (~1–2 m deep, ~2–4 m perimeter) by hand with pick and shovel; a competent laborer takes ~3–5 hours depending on soil.	3.0	Sustained forceful digging with pick and shovel requires high torque, prolonged physical endurance, and coordinated two-tool use. Current humanoids lack the power output, tool-change dexterity, and stamina for extended excavation tasks in variable soil.
22911	33-1021.00	Provide emergency medical services as required, and perform light to heavy rescue functions at emergencies.	caregiving	45.0	One instance = a single emergency response event (dispatch to scene clearance). Typical EMS/rescue call runs 30–60 minutes for assessment, treatment, and extraction.	2.0	Requires complex medical assessment, dynamic unstructured rescue environments, heavy tool use (Jaws of Life), patient handling, clinical judgment, and real-time team coordination — far beyond 2026 robot capabilities.
14081	51-6041.00	Attach accessories or ornamentation to decorate or protect products.	assembly	5.0	One instance = attaching one accessory/ornament to one product (e.g., a bow, badge, tag, or charm). A skilled worker completes this in roughly 3–7 minutes depending on complexity.	30.0	Highly varied product shapes, attachment mechanisms (clips, adhesives, stitching, pins), and delicate ornaments challenge robot dexterity and generalization. Pick-and-place is feasible but precise alignment and fastening on diverse items remains unreliable for current humanoids.
8551	51-9193.00	Stir material with spoons or paddles to mix ingredients or allow even cooling and prevent coagulation.	food prep	5.0	One instance = one stirring session (mixing or cooling a batch). A competent worker typically stirs for ~3–7 minutes depending on material and goal.	25.0	Robots can grasp spoons/paddles and perform repetitive motion, but adaptive force control, detecting coagulation onset, adjusting speed/pattern to viscosity changes, and avoiding spills in unstructured containers remain significant challenges.
8784	51-3021.00	Prepare and place meat cuts and products in display counter to appear attractive and catch the shopper's eye.	manipulation	25.0	One instance = setting up/restocking a display counter section with meat cuts. A skilled butcher/meat clerk takes ~20–30 min to arrange, trim, label, and present a counter section attractively.	4.0	Requires delicate handling of soft, deformable, slippery meat; aesthetic judgment for visual appeal; precise placement in a refrigerated case; and context-aware arrangement. Current robots lack the dexterity, compliance control, and aesthetic reasoning needed.
8788	51-3021.00	Shape, lace, and tie roasts, using boning knife, skewer, and twine.	food prep	8.0	One instance = shaping, lacing, and tying a single roast. A skilled butcher/cook takes ~5–12 minutes depending on roast size and complexity.	2.0	Requires precise bimanual dexterity with a sharp boning knife, threading twine through a skewer, and tying knots under tension on deformable meat. Far beyond current humanoid dexterous capability; knife safety and soft-body manipulation make this extremely hard.
